alpha,task_name,cleaning_method,cluster_method,median_H,mean_H,n_rows
0.75,flights,mode,HC,0.8609444123324982,0.8098120276229904,15
0.75,flights,mode,KMEANS,0.7788126735656685,0.7626789633534587,15
0.75,flights,mode,KMEANSNF,0.699813581948925,0.6938255411495705,15
0.75,flights,mode,KMEANSPPS,0.6881560809974175,0.6950118319770081,15
0.75,flights,scared,DBSCAN,0.5498875435884585,0.5467003048117085,14
0.75,flights,scared,GMM,0.6027686165962358,0.6008063132050269,15
0.75,flights,scared,HC,0.6149857624305094,0.6271477744355898,15
0.75,flights,scared,KMEANS,0.6109963005249395,0.610035853924497,15
0.75,flights,scared,KMEANSNF,0.5934355098067209,0.5950156187233134,15
0.75,flights,scared,KMEANSPPS,0.5986577934251957,0.5981034846002607,15
0.75,hospital,GroundTruth,DBSCAN,0.5316492574495326,0.5318892051766435,15
0.75,hospital,GroundTruth,GMM,0.6158358575085988,0.6128161867726724,15
0.75,hospital,GroundTruth,HC,0.7933541251066107,0.7886776780319855,15
0.75,hospital,GroundTruth,KMEANS,0.6164945808042043,0.6157699105021546,15
0.75,hospital,GroundTruth,KMEANSNF,0.6035991625730661,0.6027013318059766,15
0.75,hospital,GroundTruth,KMEANSPPS,0.6087868135497011,0.6109978805146883,15
0.75,hospital,Unified,DBSCAN,0.4194105440048655,0.40961596700990033,7
0.75,hospital,Unified,GMM,0.4940708195586369,0.5148557139033586,15
0.75,hospital,Unified,HC,0.597505731331877,0.6186234731949176,15
0.75,hospital,Unified,KMEANS,0.48988815632912985,0.5092446272780526,15
0.75,hospital,Unified,KMEANSNF,0.4917656104968462,0.5003039312999953,15
0.75,hospital,Unified,KMEANSPPS,0.4865679089142169,0.4948611055240117,15
0.75,hospital,baran,DBSCAN,0.47917198757053386,0.48203393804933053,15
0.75,hospital,baran,GMM,0.5913488724928144,0.6011543450132175,15
0.75,hospital,baran,HC,0.7934077005774991,0.7790300515764543,15
0.75,hospital,baran,KMEANS,0.5916729699871404,0.5855991730689537,15
0.75,hospital,baran,KMEANSNF,0.5752361530540218,0.5699827844824947,15
0.75,hospital,baran,KMEANSPPS,0.5717474046666733,0.5708019407852317,15
0.75,hospital,bigdansing,DBSCAN,0.4078829654703093,0.41037288776417624,13
0.75,hospital,bigdansing,GMM,0.5156065496950573,0.5128939276955232,15
0.75,hospital,bigdansing,HC,0.6807227640918282,0.6772797182486064,15
0.75,hospital,bigdansing,KMEANS,0.5056798672139621,0.5127586374087095,15
0.75,hospital,bigdansing,KMEANSNF,0.515200781914328,0.5099051050590917,15
0.75,hospital,bigdansing,KMEANSPPS,0.5119831527404831,0.505250683381236,15
0.75,hospital,boostclean,DBSCAN,0.3905030015038944,0.4069009951805351,9
0.75,hospital,boostclean,GMM,0.4930761642517186,0.5122609387654478,14
0.75,hospital,boostclean,HC,0.5967272417791101,0.6161139256095949,14
0.75,hospital,boostclean,KMEANS,0.4908362478038055,0.5071478203176616,14
0.75,hospital,boostclean,KMEANSNF,0.48764440299076384,0.4987226958636462,14
0.75,hospital,boostclean,KMEANSPPS,0.4853688752502719,0.4963741090933534,14
0.75,hospital,holoclean,DBSCAN,0.4207616785105649,0.42685814389239674,9
0.75,hospital,holoclean,GMM,0.5109840496538701,0.5180032274563141,9
0.75,hospital,holoclean,HC,0.6782086844716965,0.682021011691985,9
0.75,hospital,holoclean,KMEANS,0.5073463351805317,0.5196820177543598,9
0.75,hospital,holoclean,KMEANSNF,0.508418133499716,0.514372232127066,9
0.75,hospital,holoclean,KMEANSPPS,0.5015372999911125,0.5109454825695918,9
0.75,hospital,horizon,DBSCAN,0.4207679530567243,0.4274276573874974,15
0.75,hospital,horizon,GMM,0.5556519657399818,0.5615289232827797,15
0.75,hospital,horizon,HC,0.6954611818115028,0.692327864905593,15
0.75,hospital,horizon,KMEANS,0.5518680309533526,0.5607629482312718,15
0.75,hospital,horizon,KMEANSNF,0.5508857675994143,0.5539441312244098,15
0.75,hospital,horizon,KMEANSPPS,0.5304790981036921,0.5464854741063859,15
0.75,hospital,mode,DBSCAN,0.3883366860505617,0.40648118519185933,15
0.75,hospital,mode,GMM,0.4869429819258658,0.4912566815933291,15
0.75,hospital,mode,HC,0.635099202522795,0.6525750326769689,15
0.75,hospital,mode,KMEANS,0.488219182318961,0.49191142720106124,15
0.75,hospital,mode,KMEANSNF,0.4917656104968462,0.4946072938699101,15
0.75,hospital,mode,KMEANSPPS,0.477463007735862,0.48408386709826284,15
0.75,hospital,scared,DBSCAN,0.3858204440324854,0.3992951176339378,7
0.75,hospital,scared,GMM,0.4987545063892956,0.5136368592798292,15
0.75,hospital,scared,HC,0.6048161474724454,0.6207815108874308,15
0.75,hospital,scared,KMEANS,0.49156120118514196,0.506087194716642,14
0.75,hospital,scared,KMEANSNF,0.4960598375086332,0.49807092598647085,14
0.75,hospital,scared,KMEANSPPS,0.490866197305993,0.5058142388337787,14
0.75,rayyan,GroundTruth,DBSCAN,0.6249416389874632,0.6174724554524487,15
0.75,rayyan,GroundTruth,GMM,0.7844815276003739,0.7834644696652461,15
0.75,rayyan,GroundTruth,HC,0.8523388823251145,0.8523388823251145,15
0.75,rayyan,GroundTruth,KMEANS,0.7865880805405384,0.7863729483057582,15
0.75,rayyan,GroundTruth,KMEANSNF,0.7551911010992164,0.7551911010992164,15
0.75,rayyan,GroundTruth,KMEANSPPS,0.7692783050546621,0.767321224025091,15
0.75,rayyan,Unified,DBSCAN,0.5858508754388949,0.586373580921492,15
0.75,rayyan,Unified,GMM,0.7524843496697413,0.7499201574040029,15
0.75,rayyan,Unified,HC,0.8209891539046205,0.8144324241838242,15
0.75,rayyan,Unified,KMEANS,0.7535247680318855,0.7492150176459096,15
0.75,rayyan,Unified,KMEANSNF,0.7268228588102982,0.7189823389633628,15
0.75,rayyan,Unified,KMEANSPPS,0.7249826976929726,0.7247664598332961,15
0.75,rayyan,baran,DBSCAN,0.550957045736591,0.5673367003747573,15
0.75,rayyan,baran,GMM,0.7663593573431087,0.7636858196125632,15
0.75,rayyan,baran,HC,0.7582315333152261,0.7849987048189863,15
0.75,rayyan,baran,KMEANS,0.7663593573431087,0.7653851162149206,15
0.75,rayyan,baran,KMEANSNF,0.7050576842474322,0.7222946098646258,15
0.75,rayyan,baran,KMEANSPPS,0.7511423655013302,0.7455978576349105,15
0.75,rayyan,bigdansing,DBSCAN,0.6117794014283561,0.612288300239415,15
0.75,rayyan,bigdansing,GMM,0.8146667689465277,0.8183349370349045,15
0.75,rayyan,bigdansing,HC,0.847351681997694,0.833679069582574,15
0.75,rayyan,bigdansing,KMEANS,0.8139146150330636,0.8156346205581019,15
0.75,rayyan,bigdansing,KMEANSNF,0.794826423905107,0.7826806992076653,15
0.75,rayyan,bigdansing,KMEANSPPS,0.7809223410381938,0.7721693935435503,15
0.75,rayyan,holoclean,DBSCAN,0.620975449147936,0.622313928862552,15
0.75,rayyan,holoclean,GMM,0.6972445665784542,0.7084289864201324,15
0.75,rayyan,holoclean,HC,0.838270215803623,0.8342795465457898,15
0.75,rayyan,holoclean,KMEANS,0.693385694520862,0.6876346477009301,15
0.75,rayyan,holoclean,KMEANSNF,0.6705925690857658,0.6617814737147518,15
0.75,rayyan,holoclean,KMEANSPPS,0.6581276400760526,0.6540103047324362,15
0.75,rayyan,horizon,DBSCAN,0.5996865045935068,0.5964121029399452,14
0.75,rayyan,horizon,GMM,0.7857459740458907,0.7827855667324954,15
0.75,rayyan,horizon,HC,0.847785208772682,0.8274510930960342,15
0.75,rayyan,horizon,KMEANS,0.7852850751222851,0.7829584071754606,15
0.75,rayyan,horizon,KMEANSNF,0.7432205338080563,0.7437500880564843,15
0.75,rayyan,horizon,KMEANSPPS,0.7480763395587752,0.7405640407834537,15
0.75,rayyan,mode,DBSCAN,0.6686084820403907,0.6680217988543554,15
0.75,rayyan,mode,GMM,0.7105504812817922,0.7195141230940795,15
0.75,rayyan,mode,HC,0.7959910585940244,0.8032532141695942,15
0.75,rayyan,mode,KMEANS,0.7125832146136579,0.7236540516772016,15
0.75,rayyan,mode,KMEANSNF,0.6642454160958244,0.6826139623232963,15
0.75,rayyan,mode,KMEANSPPS,0.690786138241214,0.6937645275107317,15
0.75,rayyan,scared,DBSCAN,0.6051726935186191,0.5966791067536201,14
0.75,rayyan,scared,GMM,0.7531291897730799,0.7620860993072167,15
0.75,rayyan,scared,HC,0.8249939465335587,0.8182923666570077,15
0.75,rayyan,scared,KMEANS,0.7534932332141624,0.7610919659317592,15
0.75,rayyan,scared,KMEANSNF,0.7365659106185681,0.7289214092254195,15
0.75,rayyan,scared,KMEANSPPS,0.7479807280146776,0.7390879818657169,15
